Date,Time,BhutanGold,BhutanDeluxe
24/08/2023,7:00 PM,78,37
24/08/2023,7:15 PM,59,9
24/08/2023,7:30 PM,67,30
24/08/2023,7:45 PM,9,53
24/08/2023,8:00 PM,15,27
24/08/2023,8:15 PM,88,99
24/08/2023,8:30 PM,50,91
24/08/2023,8:45 PM,90,38
24/08/2023,9:00 PM,44,91
25/08/2023,9:00 AM,84,83
25/08/2023,9:15 AM,32,5
25/08/2023,9:30 AM,61,14
25/08/2023,9:45 AM,16,49
25/08/2023,10:00 AM,4,11
25/08/2023,10:15 AM,51,41
25/08/2023,10:30 AM,63,87
25/08/2023,10:45 AM,97,38
25/08/2023,11:00 AM,45,90
25/08/2023,11:15 AM,67,2
25/08/2023,11:30 AM,2,15
25/08/2023,11:45 AM,89,93
25/08/2023,12:00 PM,60,58
25/08/2023,12:15 PM,39,80
25/08/2023,12:30 PM,74,91
25/08/2023,12:45 PM,66,72
25/08/2023,1:00 PM,10,65
25/08/2023,1:15 PM,1,39
25/08/2023,1:30 PM,93,79
25/08/2023,1:45 PM,48,70
25/08/2023,2:00 PM,27,46
25/08/2023,2:15 PM,44,15
25/08/2023,2:30 PM,53,26
25/08/2023,2:45 PM,6,63
25/08/2023,3:00 PM,88,67
25/08/2023,3:15 PM,62,34
25/08/2023,3:30 PM,70,64
25/08/2023,3:45 PM,21,20
25/08/2023,4:00 PM,36,73
25/08/2023,4:15 PM,69,9
25/08/2023,4:30 PM,66,8
25/08/2023,4:45 PM,75,32
25/08/2023,5:00 PM,35,58
25/08/2023,5:15 PM,3,60
25/08/2023,5:30 PM,61,93
25/08/2023,5:45 PM,7,52
25/08/2023,6:00 PM,60,55
25/08/2023,6:15 PM,8,21
25/08/2023,6:30 PM,65,28
25/08/2023,6:45 PM,62,27
25/08/2023,7:00 PM,32,30
25/08/2023,7:15 PM,20,5
25/08/2023,7:30 PM,85,26
25/08/2023,7:45 PM,4,93
25/08/2023,8:00 PM,2,77
25/08/2023,8:15 PM,96,51
25/08/2023,8:30 PM,17,59
25/08/2023,8:45 PM,97,87
25/08/2023,9:00 PM,34,30
26/08/2023,9:00 AM,21,85
26/08/2023,9:15 AM,22,87
26/08/2023,9:30 AM,53,96
26/08/2023,9:45 AM,4,86
26/08/2023,10:00 AM,38,53
26/08/2023,10:15 AM,75,54
26/08/2023,10:30 AM,88,44
26/08/2023,10:45 AM,37,23
26/08/2023,11:00 AM,11,51
26/08/2023,11:15 AM,52,76
26/08/2023,11:30 AM,62,45
26/08/2023,11:45 AM,24,37
26/08/2023,12:00 PM,15,74
26/08/2023,12:15 PM,63,97
26/08/2023,12:30 PM,53,84
26/08/2023,12:45 PM,87,32
26/08/2023,1:00 PM,69,17
26/08/2023,1:15 PM,26,50
26/08/2023,1:30 PM,60,96
26/08/2023,1:45 PM,63,10
26/08/2023,2:00 PM,18,50
26/08/2023,2:15 PM,11,38
26/08/2023,2:30 PM,17,76
26/08/2023,2:45 PM,68,91
26/08/2023,3:00 PM,93,52
26/08/2023,3:15 PM,74,54
26/08/2023,3:30 PM,4,80
26/08/2023,3:45 PM,58,95
26/08/2023,4:00 PM,58,50
26/08/2023,4:15 PM,24,28
26/08/2023,4:30 PM,89,31
26/08/2023,4:45 PM,64,47
26/08/2023,5:00 PM,3,7
26/08/2023,5:15 PM,9,79
26/08/2023,5:30 PM,37,78
26/08/2023,5:45 PM,18,63
26/08/2023,6:00 PM,90,10
26/08/2023,6:15 PM,67,58
26/08/2023,6:30 PM,37,16
26/08/2023,6:45 PM,28,79
26/08/2023,7:00 PM,7,95
26/08/2023,7:15 PM,0,3
26/08/2023,7:30 PM,10,65
26/08/2023,7:45 PM,80,73
26/08/2023,8:00 PM,8,21
26/08/2023,8:15 PM,19,88
26/08/2023,8:30 PM,34,76
26/08/2023,8:45 PM,97,26
26/08/2023,9:00 PM,22,33
27/08/2023,9:00 AM,9,17
27/08/2023,9:15 AM,81,25
27/08/2023,9:30 AM,85,37
27/08/2023,9:45 AM,27,96
27/08/2023,10:00 AM,83,85
27/08/2023,10:15 AM,63,68
27/08/2023,10:30 AM,86,38
27/08/2023,10:45 AM,1,56
27/08/2023,11:00 AM,57,85
27/08/2023,11:15 AM,71,68
27/08/2023,11:30 AM,51,86
27/08/2023,11:45 AM,90,95
27/08/2023,12:00 PM,52,23
27/08/2023,12:15 PM,3,70
27/08/2023,12:30 PM,93,87
27/08/2023,12:45 PM,58,2
27/08/2023,1:00 PM,28,40
27/08/2023,1:15 PM,2,54
27/08/2023,1:30 PM,50,26
27/08/2023,1:45 PM,63,83
27/08/2023,2:00 PM,53,89
27/08/2023,2:15 PM,41,1
27/08/2023,2:30 PM,45,86
27/08/2023,2:45 PM,88,72
27/08/2023,3:00 PM,82,57
27/08/2023,3:15 PM,28,37
27/08/2023,3:30 PM,8,66
27/08/2023,3:45 PM,47,91
27/08/2023,4:00 PM,83,44
27/08/2023,4:15 PM,14,70
27/08/2023,4:30 PM,13,10
27/08/2023,4:45 PM,0,56
27/08/2023,5:00 PM,7,41
27/08/2023,5:15 PM,74,68
27/08/2023,5:30 PM,61,21
27/08/2023,5:45 PM,77,15
27/08/2023,6:00 PM,93,92
27/08/2023,6:15 PM,47,38
27/08/2023,6:30 PM,99,65
27/08/2023,6:45 PM,24,52
27/08/2023,7:00 PM,6,56
27/08/2023,7:15 PM,47,66
27/08/2023,7:30 PM,88,72
27/08/2023,7:45 PM,64,87
27/08/2023,8:00 PM,58,69
27/08/2023,8:15 PM,9,78
27/08/2023,8:30 PM,62,88
27/08/2023,8:45 PM,13,2
27/08/2023,9:00 PM,79,9
28/08/2023,9:00 AM,90,50
28/08/2023,9:15 AM,31,68
28/08/2023,9:30 AM,60,35
28/08/2023,9:45 AM,77,31
28/08/2023,10:00 AM,35,6
28/08/2023,10:15 AM,59,17
28/08/2023,10:30 AM,90,1
28/08/2023,10:45 AM,94,11
28/08/2023,11:00 AM,60,22
28/08/2023,11:15 AM,75,22
28/08/2023,11:30 AM,1,2
28/08/2023,11:45 AM,63,7
28/08/2023,12:00 PM,28,23
28/08/2023,12:15 PM,7,10
28/08/2023,12:30 PM,20,17
28/08/2023,12:45 PM,45,62
28/08/2023,1:00 PM,30,54
28/08/2023,1:15 PM,21,43
28/08/2023,1:30 PM,21,55
28/08/2023,1:45 PM,25,80
28/08/2023,2:00 PM,35,74
28/08/2023,2:15 PM,49,87
28/08/2023,2:30 PM,10,94
28/08/2023,2:45 PM,27,8
28/08/2023,3:00 PM,4,93
28/08/2023,3:15 PM,26,95
28/08/2023,3:30 PM,82,25
28/08/2023,3:45 PM,64,43
28/08/2023,4:00 PM,58,5
28/08/2023,4:15 PM,46,97
28/08/2023,4:30 PM,31,83
28/08/2023,4:45 PM,16,63
28/08/2023,5:00 PM,22,21
28/08/2023,5:15 PM,89,24
28/08/2023,5:30 PM,86,39
28/08/2023,5:45 PM,63,3
28/08/2023,6:00 PM,11,92
28/08/2023,6:15 PM,99,5
28/08/2023,6:30 PM,8,22
28/08/2023,6:45 PM,60,88
28/08/2023,7:00 PM,36,20
28/08/2023,7:15 PM,77,8
28/08/2023,7:30 PM,2,16
28/08/2023,7:45 PM,37,26
28/08/2023,8:00 PM,96,70
28/08/2023,8:15 PM,87,48
28/08/2023,8:30 PM,29,19
28/08/2023,8:45 PM,18,40
28/08/2023,9:00 PM,73,51
29/08/2023,9:00 AM,25,13
29/08/2023,9:15 AM,61,62
29/08/2023,9:30 AM,26,74
29/08/2023,9:45 AM,76,77
29/08/2023,10:00 AM,24,86
29/08/2023,10:15 AM,32,61
29/08/2023,10:30 AM,37,13
29/08/2023,10:45 AM,76,53
29/08/2023,11:00 AM,6,64
29/08/2023,11:15 AM,84,85
29/08/2023,11:30 AM,24,80
29/08/2023,11:45 AM,54,65
29/08/2023,12:00 PM,64,74
29/08/2023,12:15 PM,49,61
29/08/2023,12:30 PM,91,82
29/08/2023,12:45 PM,30,2
29/08/2023,1:00 PM,98,85
29/08/2023,1:15 PM,77,31
29/08/2023,1:30 PM,94,24
29/08/2023,1:45 PM,20,0
29/08/2023,2:00 PM,48,9
29/08/2023,2:15 PM,27,32
29/08/2023,2:30 PM,75,19
29/08/2023,2:45 PM,9,64
29/08/2023,3:00 PM,55,93
29/08/2023,3:15 PM,41,87
29/08/2023,3:30 PM,77,45
29/08/2023,3:45 PM,50,24
29/08/2023,4:00 PM,4,7
29/08/2023,4:15 PM,78,11
29/08/2023,4:30 PM,75,22
29/08/2023,4:45 PM,84,95
29/08/2023,5:00 PM,34,73
29/08/2023,5:15 PM,8,45
29/08/2023,5:30 PM,82,48
29/08/2023,5:45 PM,81,87
29/08/2023,6:00 PM,17,30
29/08/2023,6:15 PM,88,80
29/08/2023,6:30 PM,80,48
29/08/2023,6:45 PM,24,63
29/08/2023,7:00 PM,32,76
29/08/2023,7:15 PM,72,53
29/08/2023,7:30 PM,37,21
29/08/2023,7:45 PM,7,28
29/08/2023,8:00 PM,77,53
29/08/2023,8:15 PM,50,76
29/08/2023,8:30 PM,87,88
29/08/2023,8:45 PM,11,74
29/08/2023,9:00 PM,56,39
30/08/2023,9:00 AM,89,20
30/08/2023,9:15 AM,46,38
30/08/2023,9:30 AM,33,62
30/08/2023,9:45 AM,49,4
30/08/2023,10:00 AM,91,55
30/08/2023,10:15 AM,87,54
30/08/2023,10:30 AM,12,24
30/08/2023,10:45 AM,44,67
30/08/2023,11:00 AM,78,45
30/08/2023,11:15 AM,29,47
30/08/2023,11:30 AM,75,10
30/08/2023,11:45 AM,48,30
30/08/2023,12:00 PM,96,90
30/08/2023,12:15 PM,14,0
30/08/2023,12:30 PM,40,80
30/08/2023,12:45 PM,36,45
30/08/2023,1:00 PM,22,54
30/08/2023,1:15 PM,97,38
30/08/2023,1:30 PM,32,95
30/08/2023,1:45 PM,96,53
30/08/2023,2:00 PM,42,60
30/08/2023,2:15 PM,64,32
30/08/2023,2:30 PM,13,79
30/08/2023,2:45 PM,21,30
30/08/2023,3:00 PM,65,56
30/08/2023,3:15 PM,22,38
30/08/2023,3:30 PM,19,43
30/08/2023,3:45 PM,77,80
30/08/2023,4:00 PM,21,72
30/08/2023,4:15 PM,59,95
30/08/2023,4:30 PM,55,25
30/08/2023,4:45 PM,69,26
30/08/2023,5:00 PM,1,55
30/08/2023,5:15 PM,68,97
30/08/2023,5:30 PM,45,28
30/08/2023,5:45 PM,48,74
30/08/2023,6:00 PM,46,85
30/08/2023,6:15 PM,72,54
30/08/2023,6:30 PM,2,1
30/08/2023,6:45 PM,95,71
30/08/2023,7:00 PM,47,22
30/08/2023,7:15 PM,20,95
30/08/2023,7:30 PM,36,19
30/08/2023,7:45 PM,22,40
30/08/2023,8:00 PM,97,55
30/08/2023,8:15 PM,91,16
30/08/2023,8:30 PM,17,37
30/08/2023,8:45 PM,61,7
30/08/2023,9:00 PM,68,56
31/08/2023,9:00 AM,16,22
31/08/2023,9:15 AM,88,8
31/08/2023,9:30 AM,39,25
31/08/2023,9:45 AM,21,15
31/08/2023,10:00 AM,56,62
31/08/2023,10:15 AM,49,8
31/08/2023,10:30 AM,6,86
31/08/2023,10:45 AM,36,58
31/08/2023,11:00 AM,29,34
31/08/2023,11:15 AM,98,13
31/08/2023,11:30 AM,16,1
31/08/2023,11:45 AM,3,58
31/08/2023,12:00 PM,57,50
31/08/2023,12:15 PM,62,17
31/08/2023,12:30 PM,95,28
31/08/2023,12:45 PM,10,30
31/08/2023,1:00 PM,8,5
31/08/2023,1:15 PM,73,82
31/08/2023,1:30 PM,6,65
31/08/2023,1:45 PM,98,46
31/08/2023,2:00 PM,46,18
31/08/2023,2:15 PM,55,44
31/08/2023,2:30 PM,87,39
31/08/2023,2:45 PM,7,0
31/08/2023,3:00 PM,57,86
31/08/2023,3:15 PM,20,34
31/08/2023,3:30 PM,80,85
31/08/2023,3:45 PM,84,14
31/08/2023,4:00 PM,36,44
31/08/2023,4:15 PM,73,80
31/08/2023,4:30 PM,89,40
31/08/2023,4:45 PM,9,74
31/08/2023,5:00 PM,88,26
31/08/2023,5:15 PM,74,83
31/08/2023,5:30 PM,58,79
31/08/2023,5:45 PM,69,62
31/08/2023,6:00 PM,66,28
31/08/2023,6:15 PM,39,2
31/08/2023,6:30 PM,69,1
31/08/2023,6:45 PM,76,75
31/08/2023,7:00 PM,0,10
31/08/2023,7:15 PM,11,40
31/08/2023,7:30 PM,1,14
31/08/2023,7:45 PM,73,50
31/08/2023,8:00 PM,92,23
31/08/2023,8:15 PM,87,53
31/08/2023,8:30 PM,77,41
31/08/2023,8:45 PM,51,83
31/08/2023,9:00 PM,61,17
01/09/2023,9:00 AM,99,44
01/09/2023,9:15 AM,0,47
01/09/2023,9:30 AM,92,44
01/09/2023,9:45 AM,35,30
01/09/2023,10:00 AM,3,23
01/09/2023,10:15 AM,25,38
01/09/2023,10:30 AM,68,19
01/09/2023,10:45 AM,20,45
01/09/2023,11:00 AM,70,9
01/09/2023,11:15 AM,75,27
01/09/2023,11:30 AM,39,50
01/09/2023,11:45 AM,88,78
01/09/2023,12:00 PM,39,42
01/09/2023,12:15 PM,95,98
01/09/2023,12:30 PM,37,93
01/09/2023,12:45 PM,55,79
01/09/2023,1:00 PM,97,55
01/09/2023,1:15 PM,59,71
01/09/2023,1:30 PM,29,31
01/09/2023,1:45 PM,46,75
01/09/2023,2:00 PM,47,81
01/09/2023,2:15 PM,54,39
01/09/2023,2:30 PM,24,2
01/09/2023,2:45 PM,53,18
01/09/2023,3:00 PM,81,51
01/09/2023,3:15 PM,27,39
01/09/2023,3:30 PM,41,90
01/09/2023,3:45 PM,63,97
01/09/2023,4:00 PM,81,30
01/09/2023,4:15 PM,0,49
01/09/2023,4:30 PM,94,16
01/09/2023,4:45 PM,15,18
01/09/2023,5:00 PM,44,63
01/09/2023,5:15 PM,80,35
01/09/2023,5:30 PM,48,27
01/09/2023,5:45 PM,1,26
01/09/2023,6:00 PM,64,74
01/09/2023,6:15 PM,95,66
01/09/2023,6:30 PM,75,98
01/09/2023,6:45 PM,2,46
01/09/2023,7:00 PM,2,27
01/09/2023,7:15 PM,21,60
01/09/2023,7:30 PM,99,75
01/09/2023,7:45 PM,22,95
01/09/2023,8:00 PM,93,22
01/09/2023,8:15 PM,11,36
01/09/2023,8:30 PM,26,25
01/09/2023,8:45 PM,10,47
01/09/2023,9:00 PM,15,23
02/09/2023,9:00 AM,99,30
02/09/2023,9:15 AM,43,60
02/09/2023,9:30 AM,18,25
02/09/2023,9:45 AM,32,26
02/09/2023,10:00 AM,86,65
02/09/2023,10:15 AM,35,50
02/09/2023,10:30 AM,2,74
02/09/2023,10:45 AM,3,64
02/09/2023,11:00 AM,65,85
02/09/2023,11:15 AM,16,58
02/09/2023,11:30 AM,63,58
02/09/2023,11:45 AM,34,33
02/09/2023,12:00 PM,64,21
02/09/2023,12:15 PM,15,4
02/09/2023,12:30 PM,1,15
02/09/2023,12:45 PM,39,74
02/09/2023,1:00 PM,21,54
02/09/2023,1:15 PM,23,0
02/09/2023,1:30 PM,27,71
02/09/2023,1:45 PM,10,81
02/09/2023,2:00 PM,12,24
02/09/2023,2:15 PM,69,80
02/09/2023,2:30 PM,74,38
02/09/2023,2:45 PM,62,88
02/09/2023,3:00 PM,63,38
02/09/2023,3:15 PM,19,98
02/09/2023,3:30 PM,27,15
02/09/2023,3:45 PM,1,59
02/09/2023,4:00 PM,2,21
02/09/2023,4:15 PM,58,21
02/09/2023,4:30 PM,14,82
02/09/2023,4:45 PM,11,60
02/09/2023,5:00 PM,38,10
02/09/2023,5:15 PM,68,41
02/09/2023,5:30 PM,93,91
02/09/2023,5:45 PM,20,85
02/09/2023,6:00 PM,93,42
02/09/2023,6:15 PM,28,82
02/09/2023,6:30 PM,56,69
02/09/2023,6:45 PM,5,76
02/09/2023,7:00 PM,23,66
02/09/2023,7:15 PM,81,56
02/09/2023,7:30 PM,84,86
02/09/2023,7:45 PM,12,73
02/09/2023,8:00 PM,26,39
02/09/2023,8:15 PM,66,31
02/09/2023,8:30 PM,10,34
02/09/2023,8:45 PM,54,40
02/09/2023,9:00 PM,57,49
03/09/2023,9:00 AM,17,83
03/09/2023,9:15 AM,92,36
03/09/2023,9:30 AM,7,24
03/09/2023,9:45 AM,69,25
03/09/2023,10:00 AM,77,23
03/09/2023,10:15 AM,74,86
03/09/2023,10:30 AM,60,73
03/09/2023,10:45 AM,5,96
03/09/2023,11:00 AM,78,9
03/09/2023,11:15 AM,69,2
03/09/2023,11:30 AM,86,83
03/09/2023,11:45 AM,46,23
03/09/2023,12:00 PM,10,98
03/09/2023,12:15 PM,11,28
03/09/2023,12:30 PM,83,9
03/09/2023,12:45 PM,2,43
03/09/2023,1:00 PM,98,42
03/09/2023,1:15 PM,95,84
03/09/2023,1:30 PM,41,53
03/09/2023,1:45 PM,68,1
03/09/2023,2:00 PM,23,6
03/09/2023,2:15 PM,46,11
03/09/2023,2:30 PM,69,43
03/09/2023,2:45 PM,79,69
03/09/2023,3:00 PM,81,57
03/09/2023,3:15 PM,39,61
03/09/2023,3:30 PM,82,40
03/09/2023,3:45 PM,67,11
03/09/2023,4:00 PM,33,19
03/09/2023,4:15 PM,35,96
03/09/2023,4:30 PM,68,97
03/09/2023,4:45 PM,6,26
03/09/2023,5:00 PM,91,7
03/09/2023,5:15 PM,42,53
03/09/2023,5:30 PM,82,48
03/09/2023,5:45 PM,62,98
03/09/2023,6:00 PM,47,63
03/09/2023,6:15 PM,0,67
03/09/2023,6:30 PM,18,43
03/09/2023,6:45 PM,34,89
03/09/2023,7:00 PM,58,17
03/09/2023,7:15 PM,85,89
03/09/2023,7:30 PM,87,76
03/09/2023,7:45 PM,25,85
03/09/2023,8:00 PM,93,74
03/09/2023,8:15 PM,83,8
03/09/2023,8:30 PM,66,1
03/09/2023,8:45 PM,90,59
03/09/2023,9:00 PM,10,55
04/09/2023,9:00 AM,60,56
04/09/2023,9:15 AM,37,7
04/09/2023,9:30 AM,79,95
04/09/2023,9:45 AM,85,73
04/09/2023,10:00 AM,32,55
04/09/2023,10:15 AM,41,66
04/09/2023,10:30 AM,59,21
04/09/2023,10:45 AM,80,71
04/09/2023,11:00 AM,25,29
04/09/2023,11:15 AM,98,42
04/09/2023,11:30 AM,83,37
04/09/2023,11:45 AM,40,83
04/09/2023,12:00 PM,40,52
04/09/2023,12:15 PM,58,33
04/09/2023,12:30 PM,26,72
04/09/2023,12:45 PM,24,28
04/09/2023,1:00 PM,90,32
04/09/2023,1:15 PM,80,76
04/09/2023,1:30 PM,11,5
04/09/2023,1:45 PM,30,45
04/09/2023,2:00 PM,13,11
04/09/2023,2:15 PM,43,54
04/09/2023,2:30 PM,85,45
04/09/2023,2:45 PM,65,12
04/09/2023,3:00 PM,40,65
04/09/2023,3:15 PM,52,99
04/09/2023,3:30 PM,23,36
04/09/2023,3:45 PM,73,14
04/09/2023,4:00 PM,44,37
04/09/2023,4:15 PM,87,51
04/09/2023,4:30 PM,48,61
04/09/2023,4:45 PM,99,0
04/09/2023,5:00 PM,9,18
04/09/2023,5:15 PM,27,92
04/09/2023,5:30 PM,60,77
04/09/2023,5:45 PM,62,21
04/09/2023,6:00 PM,90,78
04/09/2023,6:15 PM,90,6
04/09/2023,6:30 PM,76,27
04/09/2023,6:45 PM,89,95
04/09/2023,7:00 PM,13,62
04/09/2023,7:15 PM,20,45
04/09/2023,7:30 PM,61,46
04/09/2023,7:45 PM,78,86
04/09/2023,8:00 PM,97,61
04/09/2023,8:15 PM,64,15
04/09/2023,8:30 PM,98,94
04/09/2023,8:45 PM,7,0
04/09/2023,9:00 PM,87,35
05/09/2023,9:00 AM,18,52
05/09/2023,9:15 AM,48,55
05/09/2023,9:30 AM,32,68
05/09/2023,9:45 AM,38,63
05/09/2023,10:00 AM,71,60
05/09/2023,10:15 AM,30,57
05/09/2023,10:30 AM,75,37
05/09/2023,10:45 AM,93,36
05/09/2023,11:00 AM,7,82
05/09/2023,11:15 AM,82,8
05/09/2023,11:30 AM,2,30
05/09/2023,11:45 AM,42,92
05/09/2023,12:00 PM,71,72
05/09/2023,12:15 PM,72,98
05/09/2023,12:30 PM,12,96
05/09/2023,12:45 PM,87,6
05/09/2023,1:00 PM,8,88
05/09/2023,1:15 PM,5,85
05/09/2023,1:30 PM,37,16
05/09/2023,1:45 PM,37,12
05/09/2023,2:00 PM,29,23
05/09/2023,2:15 PM,92,44
05/09/2023,2:30 PM,42,88
05/09/2023,2:45 PM,45,16
05/09/2023,3:00 PM,85,3
05/09/2023,3:15 PM,78,87
05/09/2023,3:30 PM,64,70
05/09/2023,3:45 PM,26,53
05/09/2023,4:00 PM,97,48
05/09/2023,4:15 PM,91,30
05/09/2023,4:30 PM,96,85
05/09/2023,4:45 PM,10,97
05/09/2023,5:00 PM,41,70
05/09/2023,5:15 PM,9,11
05/09/2023,5:30 PM,74,82
05/09/2023,5:45 PM,64,33
05/09/2023,6:00 PM,58,57
05/09/2023,6:15 PM,74,15
05/09/2023,6:30 PM,22,2
05/09/2023,6:45 PM,32,18
05/09/2023,7:00 PM,45,48
05/09/2023,7:15 PM,89,69
05/09/2023,7:30 PM,46,98
05/09/2023,7:45 PM,44,4
05/09/2023,8:00 PM,79,40
05/09/2023,8:15 PM,84,36
05/09/2023,8:30 PM,50,94
05/09/2023,8:45 PM,63,73
05/09/2023,9:00 PM,71,79
06/09/2023,9:00 AM,25,62
06/09/2023,9:15 AM,85,59
06/09/2023,9:30 AM,70,59
06/09/2023,9:45 AM,68,73
06/09/2023,10:00 AM,45,90
06/09/2023,10:15 AM,20,83
06/09/2023,10:30 AM,34,48
06/09/2023,10:45 AM,1,10
06/09/2023,11:00 AM,61,32
06/09/2023,11:15 AM,35,21
06/09/2023,11:30 AM,72,81
06/09/2023,11:45 AM,34,46
06/09/2023,12:00 PM,98,7
06/09/2023,12:15 PM,34,50
06/09/2023,12:30 PM,50,55
06/09/2023,12:45 PM,23,90
06/09/2023,1:00 PM,26,76
06/09/2023,1:15 PM,63,18
06/09/2023,1:30 PM,77,75
06/09/2023,1:45 PM,37,13
06/09/2023,2:00 PM,97,20
06/09/2023,2:15 PM,58,83
06/09/2023,2:30 PM,83,78
06/09/2023,2:45 PM,5,43
06/09/2023,3:00 PM,54,74
06/09/2023,3:15 PM,69,71
06/09/2023,3:30 PM,42,76
06/09/2023,3:45 PM,76,59
06/09/2023,4:00 PM,91,90
06/09/2023,4:15 PM,98,99
06/09/2023,4:30 PM,75,46
06/09/2023,4:45 PM,11,27
06/09/2023,5:00 PM,7,82
06/09/2023,5:15 PM,66,2
06/09/2023,5:30 PM,53,21
06/09/2023,5:45 PM,21,83
06/09/2023,6:00 PM,23,70
06/09/2023,6:15 PM,26,97
06/09/2023,6:30 PM,4,25
06/09/2023,6:45 PM,13,63
06/09/2023,7:00 PM,96,86
06/09/2023,7:15 PM,50,44
06/09/2023,7:30 PM,38,39
06/09/2023,7:45 PM,52,34
06/09/2023,8:00 PM,6,17
06/09/2023,8:15 PM,36,80
06/09/2023,8:30 PM,35,30
06/09/2023,8:45 PM,56,45
06/09/2023,9:00 PM,66,87
07/09/2023,9:00 AM,76,5
07/09/2023,9:15 AM,77,44
07/09/2023,9:30 AM,50,57
07/09/2023,9:45 AM,72,30
07/09/2023,10:00 AM,70,29
07/09/2023,10:15 AM,10,67
07/09/2023,10:30 AM,2,90
07/09/2023,10:45 AM,40,82
07/09/2023,11:00 AM,7,57
07/09/2023,11:15 AM,6,51
07/09/2023,11:30 AM,23,42
07/09/2023,11:45 AM,54,2
07/09/2023,12:00 PM,48,83
07/09/2023,12:15 PM,47,67
07/09/2023,12:30 PM,70,49
07/09/2023,12:45 PM,67,55
07/09/2023,1:00 PM,12,2
07/09/2023,1:15 PM,13,25
07/09/2023,1:30 PM,65,51
07/09/2023,1:45 PM,36,99
07/09/2023,2:00 PM,17,74
07/09/2023,2:15 PM,78,73
07/09/2023,2:30 PM,82,60
07/09/2023,2:45 PM,2,95
07/09/2023,3:00 PM,59,8
07/09/2023,3:15 PM,74,92
07/09/2023,3:30 PM,54,85
07/09/2023,3:45 PM,53,9
07/09/2023,4:00 PM,43,7
07/09/2023,4:15 PM,41,39
07/09/2023,4:30 PM,82,87
07/09/2023,4:45 PM,57,32
07/09/2023,5:00 PM,27,77
07/09/2023,5:15 PM,54,23
07/09/2023,5:30 PM,56,60
07/09/2023,5:45 PM,24,94
07/09/2023,6:00 PM,85,11
07/09/2023,6:15 PM,54,0
07/09/2023,6:30 PM,89,15
07/09/2023,6:45 PM,99,32
07/09/2023,7:00 PM,73,82
07/09/2023,7:15 PM,16,17
07/09/2023,7:30 PM,26,85
07/09/2023,7:45 PM,9,76
07/09/2023,8:00 PM,46,5
07/09/2023,8:15 PM,50,51
07/09/2023,8:30 PM,37,98
07/09/2023,8:45 PM,54,14
07/09/2023,9:00 PM,62,60
08/09/2023,9:00 AM,87,66
08/09/2023,9:15 AM,42,79
08/09/2023,9:30 AM,33,94
08/09/2023,9:45 AM,96,7
08/09/2023,10:00 AM,76,54
08/09/2023,10:15 AM,6,5
08/09/2023,10:30 AM,49,73
08/09/2023,10:45 AM,95,65
08/09/2023,11:00 AM,96,38
08/09/2023,11:15 AM,16,87
08/09/2023,11:30 AM,67,14
08/09/2023,11:45 AM,39,66
08/09/2023,12:00 PM,59,95
08/09/2023,12:15 PM,98,14
08/09/2023,12:30 PM,27,38
08/09/2023,12:45 PM,81,67
08/09/2023,1:00 PM,84,53
08/09/2023,1:15 PM,59,45
08/09/2023,1:30 PM,38,30
08/09/2023,1:45 PM,14,88
08/09/2023,2:00 PM,6,30
08/09/2023,2:15 PM,9,31
08/09/2023,2:30 PM,63,19
08/09/2023,2:45 PM,97,83
08/09/2023,3:00 PM,49,96
08/09/2023,3:15 PM,94,89
08/09/2023,3:30 PM,22,80
08/09/2023,3:45 PM,77,68
08/09/2023,4:00 PM,57,20
08/09/2023,4:15 PM,96,41
08/09/2023,4:30 PM,21,46
08/09/2023,4:45 PM,32,71
08/09/2023,5:00 PM,42,61
08/09/2023,5:15 PM,16,17
08/09/2023,5:30 PM,70,29
08/09/2023,5:45 PM,57,56
08/09/2023,6:00 PM,46,0
08/09/2023,6:15 PM,65,60
08/09/2023,6:30 PM,77,78
08/09/2023,6:45 PM,68,73
08/09/2023,7:00 PM,23,72
08/09/2023,7:15 PM,33,14
08/09/2023,7:30 PM,69,53
08/09/2023,7:45 PM,83,87
08/09/2023,8:00 PM,16,14
08/09/2023,8:15 PM,8,42
08/09/2023,8:30 PM,85,87
08/09/2023,8:45 PM,92,39
08/09/2023,9:00 PM,66,69
09/09/2023,9:00 AM,94,52
09/09/2023,9:15 AM,39,95
09/09/2023,9:30 AM,60,48
09/09/2023,9:45 AM,63,17
09/09/2023,10:00 AM,10,55
09/09/2023,10:15 AM,97,89
09/09/2023,10:30 AM,23,58
09/09/2023,10:45 AM,41,31
09/09/2023,11:00 AM,87,37
09/09/2023,11:15 AM,77,2
09/09/2023,11:30 AM,35,15
09/09/2023,11:45 AM,82,35
09/09/2023,12:00 PM,66,38
09/09/2023,12:15 PM,63,84
09/09/2023,12:30 PM,46,94
09/09/2023,12:45 PM,37,88
09/09/2023,1:00 PM,17,58
09/09/2023,1:15 PM,71,42
09/09/2023,1:30 PM,77,11
09/09/2023,1:45 PM,96,40
09/09/2023,2:00 PM,58,74
09/09/2023,2:15 PM,78,5
09/09/2023,2:30 PM,30,41
09/09/2023,2:45 PM,80,69
09/09/2023,3:00 PM,86,33
09/09/2023,3:15 PM,24,20
09/09/2023,3:30 PM,85,20
09/09/2023,3:45 PM,94,9
09/09/2023,4:00 PM,55,29
09/09/2023,4:15 PM,0,76
09/09/2023,4:30 PM,50,90
09/09/2023,4:45 PM,16,18
